31,盘锦市,2014-08-12 00:00,43,优,None
32,葫芦岛市,2014-08-12 00:00,58,良,PM10
33,长春市,2014-08-12 00:00,63,良,PM10
34,吉林市,2014-08-12 00:00,66,良,PM10
35,哈尔滨市,2014-08-12 00:00,58,良,PM10
36,齐齐哈尔市,2014-08-12 00:00,25,优,None
37,大庆市,2014-08-12 00:00,34,优,None
38,牡丹江市,2014-08-12 00:00,50,优,None
39,上海市,2014-08-12 00:00,28,优,None
40,南京市,2014-08-12 00:00,112,轻度污染,PM2.5
41,无锡市,2014-08-12 00:00,55,良,PM10
42,徐州市,2014-08-12 00:00,68,良,PM10
43,常州市,2014-08-12 00:00,78,良,PM2.5
44,苏州市,2014-08-12 00:00,67,良,PM10
45,南通市,2014-08-12 00:00,68,良,PM2.5
46,连云港市,2014-08-12 00:00,165,中度污染,PM2.5
47,淮安市,2014-08-12 00:00,149,轻度污染,PM2.5
48,盐城市,2014-08-12 00:00,205,重度污染,PM2.5
49,扬州市,2014-08-12 00:00,122,轻度污染,PM2.5
50,镇江市,2014-08-12 00:00,114,轻度污染,PM2.5
51,泰州市,2014-08-12 00:00,155,中度污染,PM2.5
52,宿迁市,2014-08-12 00:00,114,轻度污染,PM2.5
53,杭州市,2014-08-12 00:00,103,轻度污染,PM2.5
54,宁波市,2014-08-12 00:00,39,优,None
55,温州市,2014-08-12 00:00,52,良,PM2.5
56,嘉兴市,2014-08-12 00:00,43,优,None
57,湖州市,2014-08-12 00:00,97,良,PM2.5
58,金华市,2014-08-12 00:00,103,轻度污染,PM2.5
59,衢州市,2014-08-12 00:00,115,轻度污染,PM2.5
60,舟山市,2014-08-12 00:00,25,优,None
61,台州市,2014-08-12 00:00,32,优,None
62,丽水市,2014-08-12 00:00,35,优,None
63,绍兴市,2014-08-12 00:00,46,优,None
64,合肥市,2014-08-12 00:00,144,轻度污染,PM2.5
65,芜湖市,2014-08-12 00:00,105,轻度污染,PM2.5
66,马鞍山市,2014-08-12 00:00,128,轻度污染,PM2.5
67,福州市,2014-08-12 00:00,38,优,None
68,厦门市,2014-08-12 00:00,85,良,PM2.5
69,泉州市,2014-08-12 00:00,61,良,PM10
70,南昌市,2014-08-12 00:00,77,良,PM2.5
71,九江市,2014-08-12 00:00,68,良,PM10
72,济南市,2014-08-12 00:00,155,中度污染,PM2.5
73,青岛市,2014-08-12 00:00,137,轻度污染,PM10
74,淄博市,2014-08-12 00:00,118,轻度污染,PM2.5
75,枣庄市,2014-08-12 00:00,74,良,PM2.5
76,东营市,2014-08-12 00:00,61,良,PM10
77,烟台市,2014-08-12 00:00,63,良,PM10
78,潍坊市,2014-08-12 00:00,84,良,PM2.5
79,济宁市,2014-08-12 00:00,63,良,PM2.5
80,泰安市,2014-08-12 00:00,88,良,PM2.5
81,威海市,2014-08-12 00:00,45,优,None
82,日照市,2014-08-12 00:00,95,良,PM2.5
83,莱芜市,2014-08-12 00:00,102,轻度污染,PM2.5
84,临沂市,2014-08-12 00:00,106,轻度污染,PM10
85,德州市,2014-08-12 00:00,110,轻度污染,PM10
86,聊城市,2014-08-12 00:00,105,轻度污染,PM10
87,滨州市,2014-08-12 00:00,88,良,PM10
88,菏泽市,2014-08-12 00:00,73,良,PM10,PM2.5
89,郑州市,2014-08-12 00:00,122,轻度污染,PM2.5
90,开封市,2014-08-12 00:00,65,良,PM10
91,洛阳市,2014-08-12 00:00,59,良,PM10
92,平顶山市,2014-08-12 00:00,59,良,PM10
93,安阳市,2014-08-12 00:00,72,良,PM2.5
94,焦作市,2014-08-12 00:00,92,良,PM2.5
95,三门峡市,2014-08-12 00:00,82,良,PM10
96,武汉市,2014-08-12 00:00,57,良,PM2.5
97,宜昌市,2014-08-12 00:00,34,优,None
98,荆州市,2014-08-12 00:00,47,优,None
99,长沙市,2014-08-12 00:00,49,优,None
100,株洲市,2014-08-12 00:00,45,优,None
101,湘潭市,2014-08-12 00:00,32,优,None
102,岳阳市,2014-08-12 00:00,54,良,PM10
103,常德市,2014-08-12 00:00,38,优,None
104,张家界市,2014-08-12 00:00,42,优,None
105,广州市,2014-08-12 00:00,41,优,None
106,韶关市,2014-08-12 00:00,58,良,PM10
107,深圳市,2014-08-12 00:00,28,优,None
108,珠海市,2014-08-12 00:00,33,优,None
109,汕头市,2014-08-12 00:00,32,优,None
110,佛山市,2014-08-12 00:00,25,优,None
111,江门市,2014-08-12 00:00,34,优,None
112,湛江市,2014-08-12 00:00,50,优,None
113,茂名市,2014-08-12 00:00,40,优,None
114,肇庆市,2014-08-12 00:00,43,优,None
115,惠州市,2014-08-12 00:00,49,优,None
116,梅州市,2014-08-12 00:00,38,优,None
117,汕尾市,2014-08-12 00:00,17,优,None
118,河源市,2014-08-12 00:00,33,优,None
119,阳江市,2014-08-12 00:00,26,优,None
120,清远市,2014-08-12 00:00,30,优,None
121,东莞市,2014-08-12 00:00,25,优,None
122,中山市,2014-08-12 00:00,23,优,None
123,潮州市,2014-08-12 00:00,57,良,PM2.5
124,揭阳市,2014-08-12 00:00,45,优,None
125,云浮市,2014-08-12 00:00,37,优,None
126,南宁市,2014-08-12 00:00,45,优,None
127,柳州市,2014-08-12 00:00,35,优,None
128,桂林市,2014-08-12 00:00,47,优,None
